,ID,Gender,Age,Your Industry,Occupation,2nd Occupation,Job Level,Income,State,Job Role Happiness,Highest Degree Completed,Marital Status,Sexual Satisfaction,Sex Frequency,Orgasm Frequency,Orgasm Faking,Sexual Performance,Excercise Frequency,Desirable Level,Better Sex Before Graduating
104,13363854115.0,Male,30-44,Healthcare & Pharmaceuticals,Operations manager,,Owner/Executive/C-Level,"$75,000-$99,999",Arizona,Very happy,Bachelor's Degree,"Single, never married",Very satisfied,About once a week,Always,Rarely,Above average,Every day of the week,Very desirable,Disagree
105,13363851885.0,Female,45-60,Food & Beverages,Server,,Senior Management,"$25,000-$49,999",Georgia,Neither happy nor unhappy,High School,Married or domestic partnership,Neither satisfied nor dissatisfied,Less than once a month,Usually,Never,Below average,I never work out or exercise,Not so desirable,Agree
106,13363849553.0,Male,> 60,Retail & Consumer Durables,Retail sales associate,,Intermediate,Prefer not to answer,Ohio,Very happy,Bachelor's Degree,Married or domestic partnership,Very satisfied,A few times a month,Always,Never,Above average,Several times per week,Somewhat desirable,Neither agree nor disagree
107,13363847384.0,Female,> 60,I am currently not employed,Retail sales associate,,Other (please specify),"$75,000-$99,999",California,Very unhappy,High School,Married or domestic partnership,Dissatisfied,Once a month,Sometimes,Sometimes,Below average,Several times per week,Somewhat desirable,Agree
108,13363842800.0,Male,> 60,Real Estate,Lawyer,,Owner/Executive/C-Level,"$200,000+",Massachusetts,Very happy,Ph.D. or higher,Married or domestic partnership,Dissatisfied,Less than once a month,Always,Never,Average,Several times per week,Somewhat desirable,Disagree
109,13363840698.0,Female,30-44,"Telecommunications, Technology, Internet & Electronics",Customer service representative,,Entry Level,"$50,000-$74,999",Ohio,Somewhat happy,High School,Married or domestic partnership,Satisfied,Once a month,Always,Never,Average,I never work out or exercise,Somewhat desirable,Neither agree nor disagree
110,13363837998.0,Female,18-29,I am currently not employed,Administrative assistant, Intern,Other (please specify),"$10,000-$24,999",Maryland,Somewhat happy,High School,"Single, never married",Very satisfied,A few times a month,Sometimes,Never,Average,I never work out or exercise,Very desirable,Neither agree nor disagree
111,13363834221.0,Male,18-29,Healthcare & Pharmaceuticals,Medical assistant,,Intermediate,"$25,000-$49,999",California,Neither happy nor unhappy,Bachelor's Degree,Separated,Neither satisfied nor dissatisfied,Every day,Usually,Rarely,Above average,Several times per week,Very desirable,Agree
112,13363832624.0,Male,18-29,Advertising & Marketing,Cashier,,Intermediate,"$200,000+",Florida,Somewhat happy,Master's Degree,Separated,Satisfied,A few times a month,Sometimes,Rarely,Average,Several times per week,Not so desirable,Disagree
113,13363830066.0,Female,18-29,Food & Beverages,Food preparation worker, Delivery Driver,Other (please specify),"$10,000-$24,999",Texas,Somewhat happy,High School,"Single, never married",Satisfied,About once a week,Rarely,Sometimes,Far above average,I never work out or exercise,Extremely desirable,Neither agree nor disagree
114,13363829870.0,Male,45-60,Government,Construction worker, Civil Engineer,Middle Management,"$100,000-$124,999",Connecticut,Somewhat unhappy,Trade/Vocation School,Married or domestic partnership,Very dissatisfied,Less than once a month,Always,Never,Average,Every day of the week,Somewhat desirable,Somewhat agree
115,13363828821.0,Female,30-44,Healthcare & Pharmaceuticals,Medical assistant, Pharmacist,Middle Management,"$125,000-$149,999",Kentucky,Somewhat happy,Ph.D. or higher,Married or domestic partnership,Neither satisfied nor dissatisfied,Less than once a month,Usually,Rarely,Average,Once per week,Somewhat desirable,Agree
116,13363827578.0,Female,18-29,Education,Janitor,,Intermediate,"$75,000-$99,999",New York,Neither happy nor unhappy,Master's Degree,Married or domestic partnership,Satisfied,Less than once a month,Sometimes,Rarely,Below average,Once per week,Somewhat desirable,Strongly agree
117,13363826788.0,Female,30-44,I am currently not employed,Administrative assistant, Homemaker,Owner/Executive/C-Level,"$75,000-$99,999",New York,Very happy,Bachelor's Degree,Married or domestic partnership,Satisfied,About once a week,Usually,Never,Average,I never work out or exercise,Very desirable,Agree
118,13363826537.0,Female,30-44,Retail & Consumer Durables,Marketing specialist,,Owner/Executive/C-Level,"$10,000-$24,999",Pennsylvania,Very happy,High School,Married or domestic partnership,Dissatisfied,A few times a week,Rarely,Usually,Average,Several times per week,Not so desirable,Neither agree nor disagree
119,13363825368.0,Female,30-44,Finance & Financial Services,Administrative assistant, Audit & Compliance Analyst,Middle Management,"$75,000-$99,999",Texas,Somewhat unhappy,Bachelor's Degree,Married or domestic partnership,Neither satisfied nor dissatisfied,Once a month,Usually,Never,Average,I never work out or exercise,Not so desirable,Somewhat disagree
120,13363825054.0,Female,45-60,Advertising & Marketing,Food preparation worker,,Intermediate,"$100,000-$124,999",Alaska,Somewhat happy,Some High School,Widowed,Satisfied,A few times a month,Rarely,Usually,Below average,Once per week,Not so desirable,Neither agree nor disagree
121,13363823224.0,Female,30-44,Advertising & Marketing,Marketing specialist,,Owner/Executive/C-Level,"$10,000-$24,999",Louisiana,Very happy,Bachelor's Degree,Married or domestic partnership,Very satisfied,A few times a month,Always,Never,Average,I never work out or exercise,Somewhat desirable,Strongly agree
122,13363822552.0,Female,30-44,Business Support & Logistics,Customer service representative,,Middle Management,"$10,000-$24,999",New Jersey,Neither happy nor unhappy,Master's Degree,Married or domestic partnership,Very satisfied,A few times a month,Sometimes,Never,Above average,Once per week,Very desirable,Strongly disagree
123,13363822228.0,Female,18-29,Healthcare & Pharmaceuticals,Registered nurse,,Intermediate,"$50,000-$74,999",Hawaii,Very happy,Bachelor's Degree,"Single, never married",Neither satisfied nor dissatisfied,Less than once a month,Never,Never,Far below average,Several times per week,Somewhat desirable,Disagree
124,13363820939.0,Male,45-60,"Construction, Machinery, and Homes",Construction worker,,Middle Management,"$50,000-$74,999",Maryland,Very happy,High School,Married or domestic partnership,Satisfied,About once a week,Usually,Never,Average,I never work out or exercise,Somewhat desirable,Strongly agree
125,13363820868.0,Female,30-44,Education,Office clerk,,Senior Management,"$125,000-$149,999",California,Very happy,High School,,Very satisfied,Every day,,,Far above average,,,
126,13363820678.0,Female,30-44,Retail & Consumer Durables,Operations manager,,Owner/Executive/C-Level,"$75,000-$99,999",Ohio,Very happy,Master's Degree,Married or domestic partnership,Very satisfied,A few times a week,Usually,Rarely,Above average,Several times per week,Extremely desirable,Strongly disagree
127,13363820553.0,Female,30-44,Healthcare & Pharmaceuticals,Software developer,,Intermediate,"$100,000-$124,999",South Carolina,Somewhat happy,High School,Married or domestic partnership,Very dissatisfied,Less than once a month,Rarely,Usually,Below average,Once per week,Not so desirable,Strongly agree
128,13363820312.0,Female,18-29,Healthcare & Pharmaceuticals,Administrative assistant, Tech,Entry Level,"$125,000-$149,999",Kentucky,Very happy,High School,"Single, never married",Satisfied,About once a week,Sometimes,,Average,Every day of the week,Very desirable,Strongly agree
129,13363820279.0,Female,18-29,Healthcare & Pharmaceuticals,Operations manager, Pharmacist,Middle Management,"$25,000-$49,999",Georgia,Somewhat happy,Ph.D. or higher,Married or domestic partnership,Very satisfied,A few times a week,Usually,Rarely,Above average,Every day of the week,Very desirable,Neither agree nor disagree
130,13363819494.0,Female,18-29,Insurance,Customer service representative, Account manager,Intermediate,"$175,000-$199,999",Arizona,Somewhat unhappy,Bachelor's Degree,Married or domestic partnership,Neither satisfied nor dissatisfied,About once a week,Always,Never,Average,Every day of the week,Somewhat desirable,Neither agree nor disagree
131,13363819063.0,Female,18-29,"Telecommunications, Technology, Internet & Electronics",Administrative assistant,,Middle Management,"$25,000-$49,999",Kentucky,Very happy,Bachelor's Degree,Married or domestic partnership,Very satisfied,A few times a week,Sometimes,Rarely,Far above average,Several times per week,Extremely desirable,Somewhat agree
132,13363818784.0,Female,30-44,I am currently not employed,Food preparation worker, Homemaker,Owner/Executive/C-Level,"$25,000-$49,999",West Virginia,Very happy,Trade/Vocation School,Married or domestic partnership,Neither satisfied nor dissatisfied,About once a week,Sometimes,Sometimes,Above average,Several times per week,Very desirable,Agree
133,13363818723.0,Female,30-44,Healthcare & Pharmaceuticals,Medical assistant, CNA,Intermediate,"$10,000-$24,999",Connecticut,Somewhat happy,Trade/Vocation School,"Single, never married",Satisfied,A few times a month,Usually,Sometimes,Above average,Every day of the week,Extremely desirable,Disagree
134,13363818651.0,Female,30-44,Healthcare & Pharmaceuticals,Registered nurse,,Intermediate,"$25,000-$49,999",New York,Somewhat happy,High School,Separated,Dissatisfied,Less than once a month,Sometimes,Never,Average,Once per week,Very desirable,Strongly agree
135,13363818365.0,Female,30-44,Retail & Consumer Durables,Cashier,,Entry Level,"$25,000-$49,999",Oregon,Very happy,High School,"Single, never married",Very satisfied,A few times a month,Sometimes,Never,Average,Every day of the week,Very desirable,Neither agree nor disagree
136,13363818327.0,Female,18-29,Airlines & Aerospace (including Defense),Customer service representative,,Middle Management,Prefer not to answer,Washington,Neither happy nor unhappy,High School,"Single, never married",Neither satisfied nor dissatisfied,Less than once a month,Sometimes,Sometimes,Far above average,Several times per week,Very desirable,Neither agree nor disagree
137,13363817542.0,Female,30-44,Healthcare & Pharmaceuticals,Construction worker, Project Manager,Middle Management,"$200,000+",Colorado,Very happy,Bachelor's Degree,Married or domestic partnership,Satisfied,A few times a week,Usually,Never,Above average,Once per week,Somewhat desirable,Strongly disagree
138,13363818055.0,Female,18-29,Advertising & Marketing,Laborer,,Owner/Executive/C-Level,"$25,000-$49,999",Texas,Neither happy nor unhappy,Bachelor's Degree,Married or domestic partnership,Neither satisfied nor dissatisfied,About once a week,Never,Sometimes,Average,Less than once per week,Very desirable,Disagree
139,13363817972.0,Female,18-29,"Telecommunications, Technology, Internet & Electronics",Administrative assistant,,Intermediate,"$50,000-$74,999",Oregon,Somewhat happy,Bachelor's Degree,"Single, never married",Neither satisfied nor dissatisfied,A few times a month,Rarely,Never,Average,Less than once per week,Somewhat desirable,
140,13363817610.0,Female,18-29,Food & Beverages,Customer service representative,,Entry Level,Prefer not to answer,Tennessee,Neither happy nor unhappy,High School,"Single, never married",Dissatisfied,Less than once a month,Sometimes,Sometimes,Above average,I never work out or exercise,Not so desirable,Somewhat agree
141,13363817438.0,Female,18-29,Entertainment & Leisure,Stocking associate,,Owner/Executive/C-Level,"$50,000-$74,999",New Jersey,Very happy,Master's Degree,Married or domestic partnership,Very satisfied,Every day,Always,Sometimes,Above average,Several times per week,Extremely desirable,Somewhat disagree
142,13363817428.0,Female,18-29,Airlines & Aerospace (including Defense),Bartender,,Middle Management,"$25,000-$49,999",Connecticut,Somewhat happy,Some High School,"Single, never married",Very satisfied,A few times a week,Usually,Usually,Far above average,Every day of the week,Extremely desirable,Agree
143,13363817421.0,Female,30-44,"Telecommunications, Technology, Internet & Electronics",Software developer,,Entry Level,"$75,000-$99,999",Florida,Somewhat happy,Master's Degree,Married or domestic partnership,Very satisfied,Every day,Always,Never,Far below average,Several times per week,Very desirable,Strongly disagree
144,13363817365.0,Female,30-44,Agriculture,Construction worker,,Owner/Executive/C-Level,"$50,000-$74,999",New Jersey,Very happy,Bachelor's Degree,Married or domestic partnership,Satisfied,About once a week,Usually,Rarely,Above average,Several times per week,Very desirable,Agree
145,13363817222.0,Female,18-29,Healthcare & Pharmaceuticals,Medical assistant,,Intermediate,"$75,000-$99,999",Florida,Very happy,Bachelor's Degree,"Single, never married",Very satisfied,A few times a week,Always,Never,Far above average,Once per week,Somewhat desirable,Strongly disagree
146,13363816980.0,Female,18-29,"Telecommunications, Technology, Internet & Electronics",Software developer,,Intermediate,"$50,000-$74,999",Virginia,Somewhat happy,Master's Degree,"Single, never married",Satisfied,About once a week,Always,Never,Above average,Every day of the week,Very desirable,Strongly disagree
147,13363816786.0,Female,30-44,Entertainment & Leisure,Operations manager, Arts Administrator,Senior Management,"$50,000-$74,999",Michigan,Very happy,Master's Degree,Divorced,Very satisfied,About once a week,Sometimes,Never,Above average,Several times per week,Somewhat desirable,Strongly disagree
