Respondent ID,Collector ID,Start Date,End Date,IP Address,Email Address,First Name,Last Name,Custom Data 1,collector_type_source,custom_value8,custom_value9,custom_value7,Which of the following best describes the industry you work in?,What's your occupation?,,Which of the following best describes your current job level?,,What state do you reside in?,How happy or unhappy are you with your current role at your job? ,"What is the highest degree or level of school you have completed? If currently enrolled, highest degree received.",What is your marital status?,What is your gender?,,How satisfied or dissatisfied are you with your sex life?,How often do you have sex?,How often do you have an orgasm during sexual intercourse?,How often do you fake an orgasm?,"How would you rate your ""performance"" in bed?",How many times per week do you exercise or work out?,How desirable do you find yourself?,Would you agree with the following statement: My sex life was better before I graduated from college than after I graduated.,Household Income,Gender,Region,Device Type,Age
13363950710,415544481,02/28/2022 10:47:34 PM,02/28/2022 10:48:41 PM,,,,,323795032d55c4fc25c3a2b14e,smc,,,,Entertainment & Leisure,Customer service representative,,Middle Management,,Illinois,Somewhat happy,High School,"Single, never married",Male,,Neither satisfied nor dissatisfied,Less than once a month,Sometimes,Rarely,Average,Several times per week,Somewhat desirable,Agree,"$75,000-$99,999",Male,East North Central,iOS Phone / Tablet,18-29
13363949636,415544481,02/28/2022 10:46:16 PM,02/28/2022 10:48:14 PM,,,,,6b0fc889cb20e0a0fcbbf30b6b,smc,,,,Manufacturing,Laborer,,Entry Level,,Oklahoma,Somewhat happy,High School,Married or domestic partnership,Male,,Satisfied,A few times a week,Always,Never,Above average,Several times per week,Very desirable,Agree,"$25,000-$49,999",Male,West South Central,iOS Phone / Tablet,45-60
13363949633,415544481,02/28/2022 10:46:21 PM,02/28/2022 10:48:14 PM,,,,,d1cea5f2865c54fb9655d17f71,smc,,,,Government,Operations manager,,Middle Management,,New York,Somewhat unhappy,Bachelor's Degree,Married or domestic partnership,Female,,Neither satisfied nor dissatisfied,Less than once a month,Usually,Never,Average,I never work out or exercise,Somewhat desirable,Somewhat disagree,"$75,000-$99,999",Female,Middle Atlantic,iOS Phone / Tablet,45-60
13363945062,415544481,02/28/2022 10:43:18 PM,02/28/2022 10:46:22 PM,,,,,a6d2dac9b0be675abce5e5b89e,smc,,,,Retail & Consumer Durables,Customer service representative,Owner,Owner/Executive/C-Level,,Massachusetts,Somewhat happy,High School,Married or domestic partnership,Female,,Satisfied,A few times a month,Always,Never,Above average,I never work out or exercise,Very desirable,Neither agree nor disagree,"$25,000-$49,999",Female,New England,Android Phone / Tablet,> 60
13363944484,415544481,02/28/2022 10:44:23 PM,02/28/2022 10:46:08 PM,,,,,6b6ba0364a5d4518e9015e5baa,smc,,,,Education,Cashier,teacher,Middle Management,,Ohio,Somewhat happy,Master's Degree,Married or domestic partnership,Male,,Dissatisfied,Less than once a month,Always,Never,Above average,Several times per week,Somewhat desirable,Neither agree nor disagree,"$75,000-$99,999",Male,East North Central,iOS Phone / Tablet,45-60
13363942166,415544481,02/28/2022 10:42:16 PM,02/28/2022 10:45:06 PM,,,,,3d4ee792c2c6b99a98b305d493,smc,,,,Retail & Consumer Durables,Carpenter,house painter,Owner/Executive/C-Level,,Iowa,Somewhat happy,High School,Married or domestic partnership,Female,,Satisfied,A few times a week,Usually,Sometimes,Above average,Once per week,Somewhat desirable,Somewhat disagree,"$25,000-$49,999",Female,West North Central,Android Phone / Tablet,45-60
13363935092,415544481,02/28/2022 10:39:10 PM,02/28/2022 10:42:04 PM,,,,,231136f5531b811014c5d76db3,smc,,,,Insurance,Retail sales associate,,Owner/Executive/C-Level,,Nevada,Somewhat unhappy,Bachelor's Degree,Married or domestic partnership,Female,,Neither satisfied nor dissatisfied,A few times a month,Usually,Never,Far above average,I never work out or exercise,Somewhat desirable,Neither agree nor disagree,Prefer not to answer,Female,Mountain,Android Phone / Tablet,> 60
13363932842,415544481,02/28/2022 10:39:12 PM,02/28/2022 10:41:51 PM,,,,,1ab0afba3a2b887f4887599862,smc,,,,"Telecommunications, Technology, Internet & Electronics",Office clerk,Sales Manager,Middle Management,,New York,Neither happy nor unhappy,Bachelor's Degree,Married or domestic partnership,Male,,Dissatisfied,Less than once a month,Usually,Never,Above average,Every day of the week,Not so desirable,Disagree,Prefer not to answer,Male,Middle Atlantic,Windows Desktop / Laptop,45-60
13363925283,415544481,02/28/2022 10:35:55 PM,02/28/2022 10:37:53 PM,,,,,6182d29501a523ccbd543d4358,smc,,,,Manufacturing,Software developer,,Intermediate,,Minnesota,Neither happy nor unhappy,Bachelor's Degree,Married or domestic partnership,Female,,Neither satisfied nor dissatisfied,A few times a month,Rarely,Never,Below average,I never work out or exercise,Not at all desirable,Neither agree nor disagree,"$150,000-$174,999",Female,West North Central,Android Phone / Tablet,45-60
13363923366,415544481,02/28/2022 10:17:22 PM,02/28/2022 10:37:04 PM,,,,,53af17b34491781b119f001f29,smc,,,,Manufacturing,Laborer,,Intermediate,,Washington,Somewhat happy,High School,"Single, never married",Male,,Very satisfied,Every day,Always,Never,Average,Once per week,Somewhat desirable,Disagree,"$50,000-$74,999",Male,Pacific,Windows Desktop / Laptop,45-60
13363919098,415544481,02/28/2022 10:34:03 PM,02/28/2022 10:35:48 PM,,,,,4f2cc797506330243a7fdc8655,smc,,,,Healthcare & Pharmaceuticals,Construction worker,Physician,Owner/Executive/C-Level,,Oregon,Very happy,Ph.D. or higher,Divorced,Other (specify),Other,Satisfied,A few times a week,Sometimes,Never,Far above average,Every day of the week,Very desirable,Disagree,Prefer not to answer,Male,Pacific,iOS Phone / Tablet,45-60
13363918441,415544481,02/28/2022 10:32:17 PM,02/28/2022 10:35:00 PM,,,,,0b7a06438ed03b341ed8c4b0f7,smc,,,,Education,Administrative assistant,,Middle Management,,Kentucky,Somewhat happy,Bachelor's Degree,Married or domestic partnership,Female,,Dissatisfied,Less than once a month,Always,Never,Average,Once per week,Not so desirable,Strongly agree,"$125,000-$149,999",Female,East South Central,iOS Phone / Tablet,45-60
13363917924,415544481,02/28/2022 10:32:15 PM,02/28/2022 10:34:46 PM,,,,,663de088d1fd6cb086af02a5f1,smc,,,,Food & Beverages,Construction worker,,Owner/Executive/C-Level,,Michigan,Very happy,Some High School,Married or domestic partnership,Female,,Very satisfied,About once a week,Usually,Sometimes,Average,Once per week,Very desirable,Agree,"$25,000-$49,999",Female,East North Central,iOS Phone / Tablet,> 60
13363917903,415544481,02/28/2022 10:32:48 PM,02/28/2022 10:34:46 PM,,,,,388b34bd48245694cc8c6cf4de,smc,,,,"Telecommunications, Technology, Internet & Electronics",Software developer,,Entry Level,,Florida,Neither happy nor unhappy,Bachelor's Degree,"Single, never married",Male,,Neither satisfied nor dissatisfied,Less than once a month,Never,Never,Below average,I never work out or exercise,Somewhat desirable,Neither agree nor disagree,"$75,000-$99,999",Male,South Atlantic,Android Phone / Tablet,18-29
13363914301,415544481,02/28/2022 10:31:17 PM,02/28/2022 10:33:15 PM,,,,,fc7ddcc82bf7c385e91e1b161d,smc,,,,Finance & Financial Services,Office clerk,,Intermediate,,New Jersey,Neither happy nor unhappy,Master's Degree,Married or domestic partnership,Male,,Neither satisfied nor dissatisfied,Once a month,Always,Sometimes,Average,Once per week,Somewhat desirable,Disagree,"$150,000-$174,999",Male,East North Central,iOS Phone / Tablet,30-44
13363913598,415544481,02/28/2022 10:30:45 PM,02/28/2022 10:32:57 PM,,,,,eb38e042af8cf43a5f9bcc58bc,smc,,,,"Construction, Machinery, and Homes",Operations manager,,Senior Management,,Texas,Very happy,Master's Degree,Married or domestic partnership,Male,,Very satisfied,Less than once a month,Always,Never,Above average,I never work out or exercise,Somewhat desirable,Somewhat disagree,"$125,000-$149,999",Male,West South Central,MacOS Desktop / Laptop,> 60
13363910107,415544481,02/28/2022 10:13:59 PM,02/28/2022 10:15:17 PM,,,,,bafcea951cab2dec00b6f6be21,smc,,,,Food & Beverages,Bartender,,Entry Level,,New York,Neither happy nor unhappy,High School,Divorced,Male,,Dissatisfied,Less than once a month,Always,Never,Average,Several times per week,Not so desirable,Neither agree nor disagree,"$50,000-$74,999",Male,Middle Atlantic,Android Phone / Tablet,45-60
13363908120,415544481,02/28/2022 10:28:44 PM,02/28/2022 10:30:34 PM,,,,,a86a83ee0f8726c9913c693339,smc,,,,I am currently not employed,Laborer,,Entry Level,,Ohio,Neither happy nor unhappy,High School,Married or domestic partnership,Male,,Very satisfied,A few times a week,Always,Never,Average,Every day of the week,Not at all desirable,Strongly disagree,"$10,000-$24,999",Male,East North Central,Android Phone / Tablet,30-44
13363904194,415544481,02/28/2022 10:27:36 PM,02/28/2022 10:28:54 PM,,,,,6b5b945189acea8c1d7376be5c,smc,,,,Entertainment & Leisure,Stocking associate,,Owner/Executive/C-Level,,Florida,Very happy,Ph.D. or higher,Married or domestic partnership,Male,,Very satisfied,Every day,Always,Never,Far below average,Several times per week,Extremely desirable,Strongly agree,"$25,000-$49,999",Male,South Atlantic,Android Phone / Tablet,45-60
13363900481,415544481,02/28/2022 10:25:36 PM,02/28/2022 10:27:20 PM,,,,,3647e72b91e598343521d460e8,smc,,,,Finance & Financial Services,Retail sales associate,,Middle Management,,North Carolina,Neither happy nor unhappy,High School,Married or domestic partnership,Male,,Very satisfied,A few times a week,Always,Never,Above average,Several times per week,Somewhat desirable,Neither agree nor disagree,"$50,000-$74,999",Male,South Atlantic,iOS Phone / Tablet,18-29
13363900304,415544481,02/28/2022 10:24:50 PM,02/28/2022 10:27:13 PM,,,,,2af433efa73c5ec614e0178e50,smc,,,,Manufacturing,Retail sales associate,,Middle Management,,West Virginia,Somewhat happy,Master's Degree,Married or domestic partnership,Male,,Satisfied,Every day,Always,Never,Above average,Every day of the week,Not at all desirable,Strongly agree,"$75,000-$99,999",Male,South Atlantic,Android Phone / Tablet,45-60
13363896389,415544481,02/28/2022 10:23:29 PM,02/28/2022 10:25:32 PM,,,,,2b7ea749b86c7241a5566b5ff2,smc,,,,Entertainment & Leisure,Laborer,actor,Other (please specify),independent,Ohio,Somewhat happy,Bachelor's Degree,"Single, never married",Male,,Very satisfied,A few times a week,Usually,Never,Above average,Several times per week,Somewhat desirable,Neither agree nor disagree,"$10,000-$24,999",Male,East North Central,Android Phone / Tablet,30-44
13363894609,415544481,02/28/2022 10:22:46 PM,02/28/2022 10:24:45 PM,,,,,bc3f8ca2dfcf902669ef8f11dc,smc,,,,Healthcare & Pharmaceuticals,Customer service representative,,Entry Level,,New York,Somewhat happy,High School,"Single, never married",Male,,Neither satisfied nor dissatisfied,Once a month,Sometimes,Never,Above average,Less than once per week,Very desirable,Neither agree nor disagree,"$100,000-$124,999",Male,Middle Atlantic,iOS Phone / Tablet,18-29
13363894113,415544481,02/28/2022 10:21:43 PM,02/28/2022 10:24:35 PM,,,,,3c29f267395b254f7c355a8bb2,smc,,,,I am currently not employed,Marketing specialist,,Middle Management,,Florida,Somewhat happy,Bachelor's Degree,Married or domestic partnership,Male,,Neither satisfied nor dissatisfied,Less than once a month,Always,Never,Average,Several times per week,Somewhat desirable,Disagree,"$125,000-$149,999",Male,South Atlantic,Windows Desktop / Laptop,> 60
13363892945,415544481,02/28/2022 10:22:07 PM,02/28/2022 10:24:03 PM,,,,,f3fe0b88dbf430ec75bf18b148,smc,,,,Education,Administrative assistant,Personnel Analyst,Middle Management,,California,Somewhat happy,High School,"Single, never married",Female,,Dissatisfied,Less than once a month,Usually,Never,Above average,Several times per week,Very desirable,Agree,"$50,000-$74,999",Female,Pacific,MacOS Desktop / Laptop,45-60
13363892273,415544481,02/28/2022 10:22:08 PM,02/28/2022 10:23:45 PM,,,,,f414056714e0f057284cb5a664,smc,,,,Healthcare & Pharmaceuticals,Administrative assistant,,Intermediate,,Illinois,Very happy,High School,Widowed,Female,,Neither satisfied nor dissatisfied,Less than once a month,Sometimes,Never,Average,I never work out or exercise,Not so desirable,Agree,"$25,000-$49,999",Female,East North Central,Windows Desktop / Laptop,45-60
13363890951,415544481,02/28/2022 10:19:46 PM,02/28/2022 10:23:11 PM,,,,,f18d411f0ce546ec4c7f7cef95,smc,,,,"Construction, Machinery, and Homes",Construction worker,,Middle Management,,California,Neither happy nor unhappy,High School,Married or domestic partnership,Male,,Neither satisfied nor dissatisfied,About once a week,Usually,Never,Average,Once per week,Not so desirable,Somewhat agree,"$50,000-$74,999",Male,Pacific,iOS Phone / Tablet,45-60
13363882119,415544481,02/28/2022 10:17:44 PM,02/28/2022 10:19:28 PM,,,,,d2ba711001f70e4b13d7743347,smc,,,,Agriculture,Operations manager,President,Owner/Executive/C-Level,,Montana,Very happy,Bachelor's Degree,"Single, never married",Male,,Very dissatisfied,Less than once a month,Sometimes,Sometimes,Average,Several times per week,Somewhat desirable,Disagree,"$50,000-$74,999",Male,Mountain,Android Phone / Tablet,30-44
13363881608,415544481,02/28/2022 10:17:42 PM,02/28/2022 10:19:19 PM,,,,,2930241ca0346b4d25e6d7f0d3,smc,,,,"Telecommunications, Technology, Internet & Electronics",Laborer,,Intermediate,,South Carolina,Very happy,Trade/Vocation School,"Single, never married",Male,,Neither satisfied nor dissatisfied,Less than once a month,Always,Never,Average,Less than once per week,Somewhat desirable,Neither agree nor disagree,"$50,000-$74,999",Male,South Atlantic,Android Phone / Tablet,30-44
13363881326,415544481,02/28/2022 10:17:38 PM,02/28/2022 10:19:08 PM,,,,,026acf078ef62eeaf541e9fd6a,smc,,,,Healthcare & Pharmaceuticals,Laborer,,Middle Management,,Ohio,Somewhat happy,Master's Degree,"Single, never married",Male,,Neither satisfied nor dissatisfied,Less than once a month,Always,Sometimes,Average,Once per week,Somewhat desirable,Neither agree nor disagree,"$0-$9,999",Male,,iOS Phone / Tablet,18-29
13363879947,415544481,02/28/2022 10:17:50 PM,02/28/2022 10:18:32 PM,,,,,5d58b6fd904450cc95818f9314,smc,,,,Retail & Consumer Durables,Customer service representative,,Middle Management,,Delaware,Neither happy nor unhappy,Master's Degree,Divorced,Male,,Very dissatisfied,Once a month,Rarely,Never,Average,Once per week,Somewhat desirable,Neither agree nor disagree,"$75,000-$99,999",Male,East North Central,Android Phone / Tablet,18-29
13363871588,415544481,02/28/2022 10:14:16 PM,02/28/2022 10:15:09 PM,,,,,4bb15b1a96d5ecd318c47947f6,smc,,,,Agriculture,Food preparation worker,,Senior Management,,Illinois,Neither happy nor unhappy,Bachelor's Degree,Married or domestic partnership,Male,,Very satisfied,A few times a week,Always,Never,Far above average,Several times per week,Somewhat desirable,Disagree,"$100,000-$124,999",Male,Middle Atlantic,iOS Phone / Tablet,30-44
13363871492,415544481,02/28/2022 10:14:02 PM,02/28/2022 10:15:06 PM,,,,,35b8a5ae055de732a76826e5e3,smc,,,,"Telecommunications, Technology, Internet & Electronics",Medical assistant,,Middle Management,,California,Very happy,Bachelor's Degree,Married or domestic partnership,,,Very satisfied,A few times a week,Usually,Always,Average,Every day of the week,Very desirable,Agree,"$25,000-$49,999",Female,Pacific,Android Phone / Tablet,> 60
13363868722,415544481,02/28/2022 10:10:52 PM,02/28/2022 10:14:01 PM,,,,,ea13558c5ddad614dbaceb14e0,smc,,,,Food & Beverages,Retail sales associate,,Middle Management,,Texas,Very happy,Bachelor's Degree,Married or domestic partnership,Female,,Very satisfied,A few times a month,Usually,Never,Far above average,Several times per week,Very desirable,Strongly agree,Prefer not to answer,Male,West South Central,iOS Phone / Tablet,45-60
13363867060,415544481,02/28/2022 10:12:17 PM,02/28/2022 10:14:41 PM,,,,,508d13333b6692df87389e8ff3,smc,,,,Retail & Consumer Durables,Cashier,,Intermediate,,Ohio,Somewhat happy,Bachelor's Degree,Married or domestic partnership,Female,,Very satisfied,About once a week,Always,Never,Average,Once per week,Somewhat desirable,Neither agree nor disagree,"$10,000-$24,999",Female,East North Central,Android Phone / Tablet,45-60
13363865169,415544481,02/28/2022 10:04:55 PM,02/28/2022 10:12:38 PM,,,,,374669e40efa025fdb7a25519f,smc,,,,Healthcare & Pharmaceuticals,Laborer,,Entry Level,,Hawaii,Somewhat happy,High School,"Single, never married",Male,,Very dissatisfied,Less than once a month,Always,Never,Average,Once per week,Very desirable,Somewhat disagree,"$10,000-$24,999",Male,Pacific,iOS Phone / Tablet,18-29
13363864486,415544481,02/28/2022 10:10:35 PM,02/28/2022 10:12:23 PM,,,,,07a1d8e0418521343f16cbb7c2,smc,,,,Manufacturing,Laborer,,Entry Level,,Ohio,Very happy,High School,"Single, never married",Male,,Satisfied,About once a week,Always,Never,Above average,Once per week,Somewhat desirable,Neither agree nor disagree,"$25,000-$49,999",Male,East North Central,Android Phone / Tablet,45-60
13363860697,415544481,02/28/2022 10:07:14 PM,02/28/2022 10:10:57 PM,,,,,b635a21ccdba7102b86a128c21,smc,,,,Entertainment & Leisure,Laborer,Pet caretaker/Walker/trainer,Owner/Executive/C-Level,,New York,Very happy,High School,"Single, never married",Male,,Satisfied,About once a week,Always,Never,Above average,Several times per week,Very desirable,Neither agree nor disagree,"$10,000-$24,999",Male,Middle Atlantic,iOS Phone / Tablet,18-29
13363860614,415544481,02/28/2022 10:09:12 PM,02/28/2022 10:10:53 PM,,,,,0a3eb91b91f628149f5b54a43e,smc,,,,Insurance,Customer service representative,,Entry Level,,New York,Very happy,High School,"Single, never married",Male,,Very satisfied,A few times a month,Usually,Never,Average,Less than once per week,Somewhat desirable,Neither agree nor disagree,"$25,000-$49,999",Male,Middle Atlantic,Android Phone / Tablet,18-29
